participante,id_participante,jogo,fase,data,selecao_1,palpite_1,palpite_2,selecao_2,status
Carrion,carrion,98,Quartas,2026-07-10,Spain,1,0,Belgium,OK
Carrion,carrion,99,Quartas,2026-07-11,Norway,2,2,England,OK
Carrion,carrion,100,Quartas,2026-07-11,Argentina,3,2,Switzerland,OK
Carrion,carrion,101,Semifinal,2026-07-14,França,2,1,Spain,OK
Carrion,carrion,102,Semifinal,2026-07-15,England,3,2,Argentina,OK
Carrion,carrion,103,3º lugar,2026-07-18,França,2,1,England,OK
Carrion,carrion,104,Final,2026-07-19,Spain,2,1,Argentina,OK
Eduardo Azevedo,eduardo-azevedo,1,Fase de Grupos,2026-06-11,México,2,0,África do Sul,OK
Eduardo Azevedo,eduardo-azevedo,2,Fase de Grupos,2026-06-11,Coreia do Sul,1,1,Rep. Tcheca,OK
Eduardo Azevedo,eduardo-azevedo,3,Fase de Grupos,2026-06-18,Rep. Tcheca,1,0,África do Sul,OK
Eduardo Azevedo,eduardo-azevedo,4,Fase de Grupos,2026-06-18,México,1,1,Coreia do Sul,OK
Eduardo Azevedo,eduardo-azevedo,5,Fase de Grupos,2026-06-24,Rep. Tcheca,0,1,México,OK
Eduardo Azevedo,eduardo-azevedo,6,Fase de Grupos,2026-06-24,África do Sul,0,1,Coreia do Sul,OK
Eduardo Azevedo,eduardo-azevedo,7,Fase de Grupos,2026-06-12,Canadá,2,1,Bósnia,OK
Eduardo Azevedo,eduardo-azevedo,8,Fase de Grupos,2026-06-13,Catar,0,2,Suíça,OK
Eduardo Azevedo,eduardo-azevedo,9,Fase de Grupos,2026-06-18,Suíça,1,0,Bósnia,OK
Eduardo Azevedo,eduardo-azevedo,10,Fase de Grupos,2026-06-18,Canadá,3,0,Catar,OK
Eduardo Azevedo,eduardo-azevedo,11,Fase de Grupos,2026-06-24,Suíça,2,1,Canadá,OK
Eduardo Azevedo,eduardo-azevedo,12,Fase de Grupos,2026-06-24,Bósnia,3,1,Catar,OK
Eduardo Azevedo,eduardo-azevedo,13,Fase de Grupos,2026-06-13,Brasil,2,0,Marrocos,OK
Eduardo Azevedo,eduardo-azevedo,14,Fase de Grupos,2026-06-13,Haiti,0,2,Escócia,OK
Eduardo Azevedo,eduardo-azevedo,15,Fase de Grupos,2026-06-19,Escócia,1,2,Marrocos,OK
Eduardo Azevedo,eduardo-azevedo,16,Fase de Grupos,2026-06-19,Brasil,4,0,Haiti,OK
Eduardo Azevedo,eduardo-azevedo,17,Fase de Grupos,2026-06-24,Escócia,2,2,Brasil,OK
Eduardo Azevedo,eduardo-azevedo,18,Fase de Grupos,2026-06-24,Marrocos,3,0,Haiti,OK
Eduardo Azevedo,eduardo-azevedo,19,Fase de Grupos,2026-06-12,Estados Unidos,1,1,Paraguai,OK
Eduardo Azevedo,eduardo-azevedo,20,Fase de Grupos,2026-06-14,Austrália,1,3,Turquia,OK
Eduardo Azevedo,eduardo-azevedo,21,Fase de Grupos,2026-06-19,Estados Unidos,2,0,Austrália,OK
Eduardo Azevedo,eduardo-azevedo,22,Fase de Grupos,2026-06-20,Turquia,0,0,Paraguai,OK
Eduardo Azevedo,eduardo-azevedo,23,Fase de Grupos,2026-06-25,Turquia,1,0,Estados Unidos,OK
Eduardo Azevedo,eduardo-azevedo,24,Fase de Grupos,2026-06-25,Paraguai,2,1,Austrália,OK
Eduardo Azevedo,eduardo-azevedo,25,Fase de Grupos,2026-06-14,Alemanha,3,0,Curaçau,OK
Eduardo Azevedo,eduardo-azevedo,26,Fase de Grupos,2026-06-14,Costa do Marfim,1,2,Equador,OK
Eduardo Azevedo,eduardo-azevedo,27,Fase de Grupos,2026-06-20,Alemanha,2,2,Costa do Marfim,OK
Eduardo Azevedo,eduardo-azevedo,28,Fase de Grupos,2026-06-20,Equador,2,0,Curaçau,OK
Eduardo Azevedo,eduardo-azevedo,29,Fase de Grupos,2026-06-25,Curaçau,1,3,Costa do Marfim,OK
Eduardo Azevedo,eduardo-azevedo,30,Fase de Grupos,2026-06-25,Equador,1,1,Alemanha,OK
Eduardo Azevedo,eduardo-azevedo,31,Fase de Grupos,2026-06-14,Países Baixos,1,0,Japão,OK
Eduardo Azevedo,eduardo-azevedo,32,Fase de Grupos,2026-06-14,Suécia,2,0,Tunísia,OK
Eduardo Azevedo,eduardo-azevedo,33,Fase de Grupos,2026-06-20,Países Baixos,2,2,Suécia,OK
Eduardo Azevedo,eduardo-azevedo,34,Fase de Grupos,2026-06-21,Tunísia,0,2,Japão,OK
Eduardo Azevedo,eduardo-azevedo,35,Fase de Grupos,2026-06-25,Japão,1,0,Suécia,OK
Eduardo Azevedo,eduardo-azevedo,36,Fase de Grupos,2026-06-25,Tunísia,0,2,Países Baixos,OK
Eduardo Azevedo,eduardo-azevedo,37,Fase de Grupos,2026-06-15,Bélgica,1,0,Egito,OK
Eduardo Azevedo,eduardo-azevedo,38,Fase de Grupos,2026-06-15,Irã,2,0,Nova Zelândia,OK
Eduardo Azevedo,eduardo-azevedo,39,Fase de Grupos,2026-06-21,Bélgica,2,0,Irã,OK
Eduardo Azevedo,eduardo-azevedo,40,Fase de Grupos,2026-06-21,Nova Zelândia,1,3,Egito,OK
Eduardo Azevedo,eduardo-azevedo,41,Fase de Grupos,2026-06-27,Egito,2,1,Irã,OK
Eduardo Azevedo,eduardo-azevedo,42,Fase de Grupos,2026-06-27,Nova Zelândia,1,3,Bélgica,OK
Eduardo Azevedo,eduardo-azevedo,43,Fase de Grupos,2026-06-15,Espanha,4,0,Cabo Verde,OK
Eduardo Azevedo,eduardo-azevedo,44,Fase de Grupos,2026-06-15,Arábia Saudita,1,2,Uruguai,OK
Eduardo Azevedo,eduardo-azevedo,45,Fase de Grupos,2026-06-21,Espanha,2,0,Arábia Saudita,OK
Eduardo Azevedo,eduardo-azevedo,46,Fase de Grupos,2026-06-21,Uruguai,2,0,Cabo Verde,OK
Eduardo Azevedo,eduardo-azevedo,47,Fase de Grupos,2026-06-26,Cabo Verde,0,2,Arábia Saudita,OK
Eduardo Azevedo,eduardo-azevedo,48,Fase de Grupos,2026-06-26,Uruguai,1,1,Espanha,OK
Eduardo Azevedo,eduardo-azevedo,49,Fase de Grupos,2026-06-16,França,3,1,Senegal,OK
Eduardo Azevedo,eduardo-azevedo,50,Fase de Grupos,2026-06-16,Iraque,1,3,Noruega,OK
Eduardo Azevedo,eduardo-azevedo,51,Fase de Grupos,2026-06-22,França,2,0,Iraque,OK
Eduardo Azevedo,eduardo-azevedo,52,Fase de Grupos,2026-06-22,Noruega,2,1,Senegal,OK
Eduardo Azevedo,eduardo-azevedo,53,Fase de Grupos,2026-06-26,Noruega,1,2,França,OK
Eduardo Azevedo,eduardo-azevedo,54,Fase de Grupos,2026-06-26,Senegal,2,0,Iraque,OK
Eduardo Azevedo,eduardo-azevedo,55,Fase de Grupos,2026-06-16,Argentina,2,0,Argélia,OK
Eduardo Azevedo,eduardo-azevedo,56,Fase de Grupos,2026-06-17,Áustria,1,0,Jordânia,OK
Eduardo Azevedo,eduardo-azevedo,57,Fase de Grupos,2026-06-22,Argentina,1,1,Áustria,OK
Eduardo Azevedo,eduardo-azevedo,58,Fase de Grupos,2026-06-23,Jordânia,1,2,Argélia,OK
Eduardo Azevedo,eduardo-azevedo,59,Fase de Grupos,2026-06-27,Argélia,1,1,Áustria,OK
Eduardo Azevedo,eduardo-azevedo,60,Fase de Grupos,2026-06-27,Jordânia,1,3,Argentina,OK
Eduardo Azevedo,eduardo-azevedo,61,Fase de Grupos,2026-06-17,Portugal,2,0,RD Congo,OK
Eduardo Azevedo,eduardo-azevedo,62,Fase de Grupos,2026-06-17,Uzbequistão,1,2,Colômbia,OK
Eduardo Azevedo,eduardo-azevedo,63,Fase de Grupos,2026-06-23,Portugal,3,0,Uzbequistão,OK
Eduardo Azevedo,eduardo-azevedo,64,Fase de Grupos,2026-06-23,Colômbia,2,0,RD Congo,OK
Eduardo Azevedo,eduardo-azevedo,65,Fase de Grupos,2026-06-27,Colômbia,2,2,Portugal,OK
Eduardo Azevedo,eduardo-azevedo,66,Fase de Grupos,2026-06-27,RD Congo,1,0,Uzbequistão,OK
Eduardo Azevedo,eduardo-azevedo,67,Fase de Grupos,2026-06-17,Inglaterra,1,0,Croácia,OK
Eduardo Azevedo,eduardo-azevedo,68,Fase de Grupos,2026-06-17,Gana,1,0,Panamá,OK
Eduardo Azevedo,eduardo-azevedo,69,Fase de Grupos,2026-06-23,Inglaterra,2,1,Gana,OK
Eduardo Azevedo,eduardo-azevedo,70,Fase de Grupos,2026-06-23,Panamá,1,2,Croácia,OK
Eduardo Azevedo,eduardo-azevedo,71,Fase de Grupos,2026-06-27,Panamá,1,1,Inglaterra,OK
Eduardo Azevedo,eduardo-azevedo,72,Fase de Grupos,2026-06-27,Croácia,2,1,Gana,OK
Eduardo Azevedo,eduardo-azevedo,73,16 avos,2026-06-28,South Africa,1,2,Canada,OK
Eduardo Azevedo,eduardo-azevedo,74,16 avos,2026-06-29,Brasil,2,0,Japan,OK
Eduardo Azevedo,eduardo-azevedo,75,16 avos,2026-06-29,Germany,3,1,Paraguay,OK
Eduardo Azevedo,eduardo-azevedo,76,16 avos,2026-06-29,Netherlands,1,0,Morocco,OK
Eduardo Azevedo,eduardo-azevedo,77,16 avos,2026-06-30,Côte d'Ivoire,1,1,Norway,OK
Eduardo Azevedo,eduardo-azevedo,78,16 avos,2026-06-30,França,3,1,Sweden,OK
Eduardo Azevedo,eduardo-azevedo,79,16 avos,2026-06-30,Mexico,0,1,Equador,OK
Eduardo Azevedo,eduardo-azevedo,80,16 avos,2026-07-01,England,1,0,RD Congo,OK
Eduardo Azevedo,eduardo-azevedo,81,16 avos,2026-07-01,Belgium,0,1,Senegal,OK
Eduardo Azevedo,eduardo-azevedo,82,16 avos,2026-07-01,USA,2,0,Bósnia,OK
Eduardo Azevedo,eduardo-azevedo,83,16 avos,2026-07-02,Spain,2,0,Áustria,OK
Eduardo Azevedo,eduardo-azevedo,84,16 avos,2026-07-02,Portugal,2,1,Croácia,OK
Eduardo Azevedo,eduardo-azevedo,85,16 avos,2026-07-03,Switzerland,1,0,Argélia,OK
Eduardo Azevedo,eduardo-azevedo,86,16 avos,2026-07-03,Australia,0,1,Egito,OK
Eduardo Azevedo,eduardo-azevedo,87,16 avos,2026-07-03,Argentina,2,0,Cape Verde,OK
Eduardo Azevedo,eduardo-azevedo,88,16 avos,2026-07-03,Colombia,2,0,Ghana,OK
Eduardo Azevedo,eduardo-azevedo,89,Oitavas,2026-07-04,Canada,0,2,Morocco,OK
Eduardo Azevedo,eduardo-azevedo,90,Oitavas,2026-07-04,Paraguay,0,3,França,OK
Eduardo Azevedo,eduardo-azevedo,91,Oitavas,2026-07-05,Brasil,2,1,Norway,OK
Eduardo Azevedo,eduardo-azevedo,92,Oitavas,2026-07-05,Mexico,2,3,England,OK
Eduardo Azevedo,eduardo-azevedo,93,Oitavas,2026-07-06,Portugal,2,1,Spain,OK
Eduardo Azevedo,eduardo-azevedo,94,Oitavas,2026-07-06,USA,2,1,Belgium,OK
Eduardo Azevedo,eduardo-azevedo,95,Oitavas,2026-07-07,Argentina,3,0,Egito,OK
Eduardo Azevedo,eduardo-azevedo,96,Oitavas,2026-07-07,Switzerland,1,2,Colombia,OK
Eduardo Azevedo,eduardo-azevedo,97,Quartas,2026-07-09,França,0,1,Morocco,OK
Eduardo Azevedo,eduardo-azevedo,98,Quartas,2026-07-10,Spain,2,0,Belgium,OK
Eduardo Azevedo,eduardo-azevedo,99,Quartas,2026-07-11,Norway,1,3,England,OK
Eduardo Azevedo,eduardo-azevedo,100,Quartas,2026-07-11,Argentina,2,0,Switzerland,OK
Eduardo Azevedo,eduardo-azevedo,101,Semifinal,2026-07-14,França,0,1,Spain,OK
Eduardo Azevedo,eduardo-azevedo,102,Semifinal,2026-07-15,England,3,1,Argentina,OK
Eduardo Azevedo,eduardo-azevedo,103,3º lugar,2026-07-18,França,3,1,England,OK
Eduardo Azevedo,eduardo-azevedo,104,Final,2026-07-19,Spain,2,0,Argentina,OK
Henrique Glasmeyer,henrique-glasmeyer,1,Fase de Grupos,2026-06-11,México,3,0,África do Sul,OK
Henrique Glasmeyer,henrique-glasmeyer,2,Fase de Grupos,2026-06-11,Coreia do Sul,1,1,Rep. Tcheca,OK
Henrique Glasmeyer,henrique-glasmeyer,3,Fase de Grupos,2026-06-18,Rep. Tcheca,2,0,África do Sul,OK
Henrique Glasmeyer,henrique-glasmeyer,4,Fase de Grupos,2026-06-18,México,1,1,Coreia do Sul,OK
Henrique Glasmeyer,henrique-glasmeyer,5,Fase de Grupos,2026-06-24,Rep. Tcheca,1,1,México,OK
Henrique Glasmeyer,henrique-glasmeyer,6,Fase de Grupos,2026-06-24,África do Sul,1,2,Coreia do Sul,OK
Henrique Glasmeyer,henrique-glasmeyer,7,Fase de Grupos,2026-06-12,Canadá,1,1,Bósnia,OK
Henrique Glasmeyer,henrique-glasmeyer,8,Fase de Grupos,2026-06-13,Catar,0,2,Suíça,OK
Henrique Glasmeyer,henrique-glasmeyer,9,Fase de Grupos,2026-06-18,Suíça,1,0,Bósnia,OK
Henrique Glasmeyer,henrique-glasmeyer,10,Fase de Grupos,2026-06-18,Canadá,2,0,Catar,OK
Henrique Glasmeyer,henrique-glasmeyer,11,Fase de Grupos,2026-06-24,Suíça,1,0,Canadá,OK
Henrique Glasmeyer,henrique-glasmeyer,12,Fase de Grupos,2026-06-24,Bósnia,3,0,Catar,OK
Henrique Glasmeyer,henrique-glasmeyer,13,Fase de Grupos,2026-06-13,Brasil,2,1,Marrocos,OK
Henrique Glasmeyer,henrique-glasmeyer,14,Fase de Grupos,2026-06-13,Haiti,0,2,Escócia,OK
Henrique Glasmeyer,henrique-glasmeyer,15,Fase de Grupos,2026-06-19,Escócia,1,2,Marrocos,OK
Henrique Glasmeyer,henrique-glasmeyer,16,Fase de Grupos,2026-06-19,Brasil,5,0,Haiti,OK
Henrique Glasmeyer,henrique-glasmeyer,17,Fase de Grupos,2026-06-24,Escócia,0,2,Brasil,OK
Henrique Glasmeyer,henrique-glasmeyer,18,Fase de Grupos,2026-06-24,Marrocos,4,0,Haiti,OK
Henrique Glasmeyer,henrique-glasmeyer,19,Fase de Grupos,2026-06-12,Estados Unidos,1,2,Paraguai,OK
Henrique Glasmeyer,henrique-glasmeyer,20,Fase de Grupos,2026-06-14,Austrália,0,2,Turquia,OK
Henrique Glasmeyer,henrique-glasmeyer,21,Fase de Grupos,2026-06-19,Estados Unidos,2,1,Austrália,OK
Henrique Glasmeyer,henrique-glasmeyer,22,Fase de Grupos,2026-06-20,Turquia,1,1,Paraguai,OK
Henrique Glasmeyer,henrique-glasmeyer,23,Fase de Grupos,2026-06-25,Turquia,2,1,Estados Unidos,OK
Henrique Glasmeyer,henrique-glasmeyer,24,Fase de Grupos,2026-06-25,Paraguai,1,0,Austrália,OK
Henrique Glasmeyer,henrique-glasmeyer,25,Fase de Grupos,2026-06-14,Alemanha,6,0,Curaçau,OK
Henrique Glasmeyer,henrique-glasmeyer,26,Fase de Grupos,2026-06-14,Costa do Marfim,2,1,Equador,OK
Henrique Glasmeyer,henrique-glasmeyer,27,Fase de Grupos,2026-06-20,Alemanha,2,0,Costa do Marfim,OK
Henrique Glasmeyer,henrique-glasmeyer,28,Fase de Grupos,2026-06-20,Equador,3,0,Curaçau,OK
Henrique Glasmeyer,henrique-glasmeyer,29,Fase de Grupos,2026-06-25,Curaçau,0,2,Costa do Marfim,OK
Henrique Glasmeyer,henrique-glasmeyer,30,Fase de Grupos,2026-06-25,Equador,0,3,Alemanha,OK
Henrique Glasmeyer,henrique-glasmeyer,31,Fase de Grupos,2026-06-14,Países Baixos,2,1,Japão,OK
Henrique Glasmeyer,henrique-glasmeyer,32,Fase de Grupos,2026-06-14,Suécia,1,0,Tunísia,OK
Henrique Glasmeyer,henrique-glasmeyer,33,Fase de Grupos,2026-06-20,Países Baixos,2,1,Suécia,OK
Henrique Glasmeyer,henrique-glasmeyer,34,Fase de Grupos,2026-06-21,Tunísia,0,2,Japão,OK
Henrique Glasmeyer,henrique-glasmeyer,35,Fase de Grupos,2026-06-25,Japão,1,1,Suécia,OK
Henrique Glasmeyer,henrique-glasmeyer,36,Fase de Grupos,2026-06-25,Tunísia,0,2,Países Baixos,OK
Henrique Glasmeyer,henrique-glasmeyer,37,Fase de Grupos,2026-06-15,Bélgica,2,1,Egito,OK
Henrique Glasmeyer,henrique-glasmeyer,38,Fase de Grupos,2026-06-15,Irã,2,0,Nova Zelândia,OK
Henrique Glasmeyer,henrique-glasmeyer,39,Fase de Grupos,2026-06-21,Bélgica,3,1,Irã,OK
Henrique Glasmeyer,henrique-glasmeyer,40,Fase de Grupos,2026-06-21,Nova Zelândia,0,3,Egito,OK
Henrique Glasmeyer,henrique-glasmeyer,41,Fase de Grupos,2026-06-27,Egito,2,1,Irã,OK
Henrique Glasmeyer,henrique-glasmeyer,42,Fase de Grupos,2026-06-27,Nova Zelândia,0,3,Bélgica,OK
Henrique Glasmeyer,henrique-glasmeyer,43,Fase de Grupos,2026-06-15,Espanha,4,0,Cabo Verde,OK
Henrique Glasmeyer,henrique-glasmeyer,44,Fase de Grupos,2026-06-15,Arábia Saudita,0,2,Uruguai,OK
Henrique Glasmeyer,henrique-glasmeyer,45,Fase de Grupos,2026-06-21,Espanha,4,0,Arábia Saudita,OK
Henrique Glasmeyer,henrique-glasmeyer,46,Fase de Grupos,2026-06-21,Uruguai,2,0,Cabo Verde,OK
Henrique Glasmeyer,henrique-glasmeyer,47,Fase de Grupos,2026-06-26,Cabo Verde,2,1,Arábia Saudita,OK
Henrique Glasmeyer,henrique-glasmeyer,48,Fase de Grupos,2026-06-26,Uruguai,1,1,Espanha,OK
Henrique Glasmeyer,henrique-glasmeyer,49,Fase de Grupos,2026-06-16,França,2,0,Senegal,OK
Henrique Glasmeyer,henrique-glasmeyer,50,Fase de Grupos,2026-06-16,Iraque,0,3,Noruega,OK
Henrique Glasmeyer,henrique-glasmeyer,51,Fase de Grupos,2026-06-22,França,3,0,Iraque,OK
Henrique Glasmeyer,henrique-glasmeyer,52,Fase de Grupos,2026-06-22,Noruega,2,1,Senegal,OK
Henrique Glasmeyer,henrique-glasmeyer,53,Fase de Grupos,2026-06-26,Noruega,1,2,França,OK
Henrique Glasmeyer,henrique-glasmeyer,54,Fase de Grupos,2026-06-26,Senegal,2,1,Iraque,OK
Henrique Glasmeyer,henrique-glasmeyer,55,Fase de Grupos,2026-06-16,Argentina,1,0,Argélia,OK
Henrique Glasmeyer,henrique-glasmeyer,56,Fase de Grupos,2026-06-17,Áustria,2,0,Jordânia,OK
Henrique Glasmeyer,henrique-glasmeyer,57,Fase de Grupos,2026-06-22,Argentina,2,1,Áustria,OK
Henrique Glasmeyer,henrique-glasmeyer,58,Fase de Grupos,2026-06-23,Jordânia,1,2,Argélia,OK
Henrique Glasmeyer,henrique-glasmeyer,59,Fase de Grupos,2026-06-27,Argélia,1,1,Áustria,OK
Henrique Glasmeyer,henrique-glasmeyer,60,Fase de Grupos,2026-06-27,Jordânia,0,2,Argentina,OK
Henrique Glasmeyer,henrique-glasmeyer,61,Fase de Grupos,2026-06-17,Portugal,2,0,RD Congo,OK
Henrique Glasmeyer,henrique-glasmeyer,62,Fase de Grupos,2026-06-17,Uzbequistão,0,2,Colômbia,OK
Henrique Glasmeyer,henrique-glasmeyer,63,Fase de Grupos,2026-06-23,Portugal,3,0,Uzbequistão,OK
Henrique Glasmeyer,henrique-glasmeyer,64,Fase de Grupos,2026-06-23,Colômbia,2,0,RD Congo,OK
Henrique Glasmeyer,henrique-glasmeyer,65,Fase de Grupos,2026-06-27,Colômbia,0,2,Portugal,OK
Henrique Glasmeyer,henrique-glasmeyer,66,Fase de Grupos,2026-06-27,RD Congo,1,1,Uzbequistão,OK
Henrique Glasmeyer,henrique-glasmeyer,67,Fase de Grupos,2026-06-17,Inglaterra,1,1,Croácia,OK
Henrique Glasmeyer,henrique-glasmeyer,68,Fase de Grupos,2026-06-17,Gana,3,1,Panamá,OK
Henrique Glasmeyer,henrique-glasmeyer,69,Fase de Grupos,2026-06-23,Inglaterra,2,0,Gana,OK
Henrique Glasmeyer,henrique-glasmeyer,70,Fase de Grupos,2026-06-23,Panamá,1,3,Croácia,OK
Henrique Glasmeyer,henrique-glasmeyer,71,Fase de Grupos,2026-06-27,Panamá,0,4,Inglaterra,OK
Henrique Glasmeyer,henrique-glasmeyer,72,Fase de Grupos,2026-06-27,Croácia,2,0,Gana,OK
Henrique Glasmeyer,henrique-glasmeyer,73,16 avos,2026-06-28,South Africa,0,2,Canada,OK
Henrique Glasmeyer,henrique-glasmeyer,74,16 avos,2026-06-29,Brasil,1,0,Japan,OK
Henrique Glasmeyer,henrique-glasmeyer,75,16 avos,2026-06-29,Germany,2,0,Paraguay,OK
Henrique Glasmeyer,henrique-glasmeyer,76,16 avos,2026-06-29,Netherlands,1,0,Morocco,OK
Henrique Glasmeyer,henrique-glasmeyer,77,16 avos,2026-06-30,Côte d'Ivoire,1,2,Norway,OK
Henrique Glasmeyer,henrique-glasmeyer,78,16 avos,2026-06-30,França,2,0,Sweden,OK
Henrique Glasmeyer,henrique-glasmeyer,79,16 avos,2026-06-30,Mexico,1,2,Equador,OK
Henrique Glasmeyer,henrique-glasmeyer,80,16 avos,2026-07-01,England,2,0,RD Congo,OK
Henrique Glasmeyer,henrique-glasmeyer,81,16 avos,2026-07-01,Belgium,1,2,Senegal,OK
Henrique Glasmeyer,henrique-glasmeyer,82,16 avos,2026-07-01,USA,2,0,Bósnia,OK
Henrique Glasmeyer,henrique-glasmeyer,83,16 avos,2026-07-02,Spain,1,0,Áustria,OK
Henrique Glasmeyer,henrique-glasmeyer,84,16 avos,2026-07-02,Portugal,1,0,Croácia,OK
Henrique Glasmeyer,henrique-glasmeyer,85,16 avos,2026-07-03,Switzerland,1,0,Argélia,OK
Henrique Glasmeyer,henrique-glasmeyer,86,16 avos,2026-07-03,Australia,0,1,Egito,OK
Henrique Glasmeyer,henrique-glasmeyer,87,16 avos,2026-07-03,Argentina,3,0,Cape Verde,OK
Henrique Glasmeyer,henrique-glasmeyer,88,16 avos,2026-07-03,Colombia,1,0,Ghana,OK
Henrique Glasmeyer,henrique-glasmeyer,89,Oitavas,2026-07-04,Canada,0,1,Morocco,OK
Henrique Glasmeyer,henrique-glasmeyer,90,Oitavas,2026-07-04,Paraguay,0,2,França,OK
Henrique Glasmeyer,henrique-glasmeyer,91,Oitavas,2026-07-05,Brasil,2,1,Norway,OK
Henrique Glasmeyer,henrique-glasmeyer,92,Oitavas,2026-07-05,Mexico,1,1,England,OK
Henrique Glasmeyer,henrique-glasmeyer,93,Oitavas,2026-07-06,Portugal,0,1,Spain,OK
Henrique Glasmeyer,henrique-glasmeyer,94,Oitavas,2026-07-06,USA,1,1,Belgium,OK
Henrique Glasmeyer,henrique-glasmeyer,95,Oitavas,2026-07-07,Argentina,2,0,Egito,OK
Henrique Glasmeyer,henrique-glasmeyer,96,Oitavas,2026-07-07,Switzerland,1,1,Colombia,OK
Henrique Glasmeyer,henrique-glasmeyer,97,Quartas,2026-07-09,França,1,0,Morocco,OK
Henrique Glasmeyer,henrique-glasmeyer,98,Quartas,2026-07-10,Spain,1,0,Belgium,OK
Henrique Glasmeyer,henrique-glasmeyer,99,Quartas,2026-07-11,Norway,1,2,England,OK
Henrique Glasmeyer,henrique-glasmeyer,100,Quartas,2026-07-11,Argentina,1,0,Switzerland,OK
Henrique Glasmeyer,henrique-glasmeyer,101,Semifinal,2026-07-14,França,1,0,Spain,OK
Henrique Glasmeyer,henrique-glasmeyer,102,Semifinal,2026-07-15,England,1,0,Argentina,OK
Henrique Glasmeyer,henrique-glasmeyer,103,3º lugar,2026-07-18,França,2,0,England,OK
Henrique Glasmeyer,henrique-glasmeyer,104,Final,2026-07-19,Spain,2,0,Argentina,OK
Marcelo Bernardino,marcelo-bernardino,1,Fase de Grupos,2026-06-11,México,2,1,África do Sul,OK
Marcelo Bernardino,marcelo-bernardino,2,Fase de Grupos,2026-06-11,Coreia do Sul,2,1,Rep. Tcheca,OK
Marcelo Bernardino,marcelo-bernardino,3,Fase de Grupos,2026-06-18,Rep. Tcheca,1,0,África do Sul,OK
Marcelo Bernardino,marcelo-bernardino,4,Fase de Grupos,2026-06-18,México,2,1,Coreia do Sul,OK
Marcelo Bernardino,marcelo-bernardino,5,Fase de Grupos,2026-06-24,Rep. Tcheca,1,1,México,OK
Marcelo Bernardino,marcelo-bernardino,6,Fase de Grupos,2026-06-24,África do Sul,1,2,Coreia do Sul,OK
Marcelo Bernardino,marcelo-bernardino,7,Fase de Grupos,2026-06-12,Canadá,1,2,Bósnia,OK
Marcelo Bernardino,marcelo-bernardino,8,Fase de Grupos,2026-06-13,Catar,0,2,Suíça,OK
Marcelo Bernardino,marcelo-bernardino,9,Fase de Grupos,2026-06-18,Suíça,1,1,Bósnia,OK
Marcelo Bernardino,marcelo-bernardino,10,Fase de Grupos,2026-06-18,Canadá,2,0,Catar,OK
Marcelo Bernardino,marcelo-bernardino,11,Fase de Grupos,2026-06-24,Suíça,1,0,Canadá,OK
Marcelo Bernardino,marcelo-bernardino,12,Fase de Grupos,2026-06-24,Bósnia,2,0,Catar,OK
Marcelo Bernardino,marcelo-bernardino,13,Fase de Grupos,2026-06-13,Brasil,2,1,Marrocos,OK
Marcelo Bernardino,marcelo-bernardino,14,Fase de Grupos,2026-06-13,Haiti,0,2,Escócia,OK
Marcelo Bernardino,marcelo-bernardino,15,Fase de Grupos,2026-06-19,Escócia,0,2,Marrocos,OK
Marcelo Bernardino,marcelo-bernardino,16,Fase de Grupos,2026-06-19,Brasil,4,0,Haiti,OK
Marcelo Bernardino,marcelo-bernardino,17,Fase de Grupos,2026-06-24,Escócia,1,2,Brasil,OK
Marcelo Bernardino,marcelo-bernardino,18,Fase de Grupos,2026-06-24,Marrocos,5,0,Haiti,OK
Marcelo Bernardino,marcelo-bernardino,19,Fase de Grupos,2026-06-12,Estados Unidos,2,1,Paraguai,OK
Marcelo Bernardino,marcelo-bernardino,20,Fase de Grupos,2026-06-14,Austrália,1,2,Turquia,OK
Marcelo Bernardino,marcelo-bernardino,21,Fase de Grupos,2026-06-19,Estados Unidos,2,1,Austrália,OK
Marcelo Bernardino,marcelo-bernardino,22,Fase de Grupos,2026-06-20,Turquia,2,0,Paraguai,OK
Marcelo Bernardino,marcelo-bernardino,23,Fase de Grupos,2026-06-25,Turquia,1,1,Estados Unidos,OK
Marcelo Bernardino,marcelo-bernardino,24,Fase de Grupos,2026-06-25,Paraguai,1,1,Austrália,OK
Marcelo Bernardino,marcelo-bernardino,25,Fase de Grupos,2026-06-14,Alemanha,5,0,Curaçau,OK
Marcelo Bernardino,marcelo-bernardino,26,Fase de Grupos,2026-06-14,Costa do Marfim,2,1,Equador,OK
Marcelo Bernardino,marcelo-bernardino,27,Fase de Grupos,2026-06-20,Alemanha,3,1,Costa do Marfim,OK
Marcelo Bernardino,marcelo-bernardino,28,Fase de Grupos,2026-06-20,Equador,2,0,Curaçau,OK
Marcelo Bernardino,marcelo-bernardino,29,Fase de Grupos,2026-06-25,Curaçau,1,3,Costa do Marfim,OK
Marcelo Bernardino,marcelo-bernardino,30,Fase de Grupos,2026-06-25,Equador,1,3,Alemanha,OK
Marcelo Bernardino,marcelo-bernardino,31,Fase de Grupos,2026-06-14,Países Baixos,2,0,Japão,OK
Marcelo Bernardino,marcelo-bernardino,32,Fase de Grupos,2026-06-14,Suécia,2,0,Tunísia,OK
Marcelo Bernardino,marcelo-bernardino,33,Fase de Grupos,2026-06-20,Países Baixos,2,1,Suécia,OK
